Kanji	Reading	Meaning	Level	Year	Strokes	Examples	Etymology	Mnemonic	Images
弥	ya, iya, BI, MI	increasingly, all the more	L1	2029	8	弥生 [Yayoi*] - period c400BC-cAD250; 弥次馬 [yaJIuma] - mob, onlookers; 沙弥 [SHAMI] - Buddhist acolyte	Seal ; a late graph ( Shuowen ); traditional 彌 . The seal form consists of 弓 107 ‘bow’, with a variant of 璽 1419 “Imperial seal’ (q.v.) minus the dot low down, as phonetic with associated sense ‘slacken, loosen’; this gives ‘unstring a bow’; meaning then extended to ‘slacken, loosen’. Senses such as ‘increasingly’ are the result of a loan use. The right-hand element of 弥 perhaps reflects adaptation to block script of a cursified version of this graph, with the number of strokes reduced through writing cursively. KJ1970:484; KZ2001:757-8/3671; OT1968:340. Difficult mnemonically, but we suggest taking the right-hand part as variant ‘person’  41, and ‘small’ 小 38.	BOW-MAN HAS INCREASINGLY SMALL TARGET – ALL THE MORE CHALLENGING	images/Chapter7_img_1351.jpg
厄	YAKU	misfortune, disaster	L1	2030	4	厄介 [YAKKAI] - trouble; 厄日 [YAKUbi] - bad day; 災厄 [SAIYAKU] - calamity		DISASTER! PERSON HAS FALLEN DOWN CLIFF AND CAN’T STAND	
躍	YAKU, odo	leap, dance, rush	L1	2031	21	躍進 [YAKUSHIN] - rush, dash; 飛躍 [HIYAKU] - leap; 躍り込む [odorikomu] - rush into	Seal ; late graph ( Shuowen ). Has 足 54 ‘leg/foot’, and 翟 236, CO meaning ‘pheasant’ but also in word-family meaning ‘rise up, leap up’. Latter meaning was clarified by adding 足 , thus 躍 . Typically, 翟 here is taken as phonetic with the above associated sense, but Gu takes as both semantic and phonetic in function. TA1965:247-9; OT1968:977; MS1995:v2:1048-9; GY2008:1245; AS2007: 497; KJ1970:874. Take 翟 literally as ‘bird’ 隹 324 and ‘wings’ 羽 82.	LEAP WITH FEET FLYING LIKE BIRD’S WINGS	images/608a.jpg
闇	yami, AN	darkness, gloom	L1	2032	17	闇市 [yamiichi] - black market; 闇夜 [AN’YA] - dark night; 夕闇 [y ūyami] - dusk, twilight	Seal ; late graph ( Shuowen ). Has 門 231 ‘gate, door’, with 音 6 (‘sound’) as phonetic with associated sense taken as i] ‘cover’, giving ‘close gate’ (Ogawa), or ii] ‘put inside and close’, giving ‘put inside gates/entrance and close, making it dark’ (Tōdō). Tōdō takes ‘dark’ as an extended sense, while a noted pre-modern commentator on Shuowen (Duan Yucai, 1735-1815) regards as a loan use. OT1968:1062; TA1965:815-24; DJ2009:v3:967.	SOUNDS COME THROUGH GATE IN THE DARK GLOOM	images/Chapter7_img_1354.jpg
喩	YU, tato	compare, liken	L1	2033	12	比喩 [HIYU] - metaphor, simile; 比喩的 [HIYUTEKI] - figurative; 換喩 [KAN’YU] - metonymy	Seal a late graph ( Shuowen ). Consists of 口 22 ‘mouth; speak’, with 兪 (CO, ‘hollow out log as boat’; see Note below) as phonetic with associated sense ‘transfer, change’, giving original meaning ‘instruct’. ‘Speak figuratively, compare’ may perhaps be an extended sense. Note: the bronze form of 兪 is interpreted in one view as 舟 1450 ‘boat’, with a second element which is interpreted as ‘snake/cicada with cast-off skin’, giving ‘hollow out inner part of log and leave outer part as boat’ (Katō). Mizukami notes an alternative view which takes the second element as ‘blade for scraping/gouging out’, but giving the same overall meaning. Shirakawa, alternatively again, takes 舟 as ‘bowl’ (presumably a meaning extended from ‘hollow out log as boat’ [based on a classical Chinese source, but Tōdō does not agree]) and the main part of the second element as a large surgical needle for removing blood and pus, with the accompanying single stroke as ‘showing blood and pus being transferred into the bowl’. The graph ( 兪 ) exhibits some variation in shape in bronze. OT1968:191; KJ1970:500-01; MS1995:v1:100-01; SS1984:829; AS2007:623; TA1965:173-4. Difficult mnemonically, but we suggest taking 月 209 as ‘meat, body’, with arrows/pointers 巜 pointing to it, 亼 as a cover, and using 口 not as ‘speak’ but rather as ‘hole’.	ARROWS POINT TO HOLE IN BODY IN NEED OF COVERING – NEVER SEEN THE LIKE OF IT! INCOMPARABLE!	images/Chapter7_img_1355.jpg
愉	YU	joy, pleasure	L1	2034	12	愉快 [YUKAI] - pleasure; 愉悦 [YUETSU] - joy; 愉楽 [YURAKU] - pleasure		FEELINGS OF JOY ABOUT CUT MEAT BEING COVERED	
諭	YU, sato	instruct, admonish	L1	2035	16	教諭 [KYŌYU] - instructor; 説諭 [SETSUYU] - admonition; 諭旨 [YUSHI] - official advice	Seal ; late graph ( Shuowen ); traditional form has 兪 as right-hand element. Has 言 118 ‘words, speak’, with 兪 (CO; see 2033 Note) as phonetic with associated sense taken as i] ‘clarify’, giving ‘make clear with words’ (Katō), or ii] ‘remove’, giving ‘remove that which is not understood’, giving ‘instruct, give guidance’ (Ogawa). KJ1970:881; OT1968:939. As with 2034, we suggest taking 月 as ‘meat’ 209, 刂 as ‘cut’ 198, and 亼 as a cover.	VERBALLY ADMONISH AND INSTRUCT HOW TO COVER CUT MEAT	images/Chapter7_img_1358.jpg
癒	YU, i	cure, heal, vent	L1	2036	18	治癒 [CHIYU] - cure; 平癒 [HEIYU] - recovery; 癒合 [YUGŌ] - knitting (wound)	Seal ( 瘉 ) ; late, post- Shuowen graph. Has 疒 404 ‘sick(bed)’, with 兪 (see 2033 Note) (later 愈 ) as phonetic with associated sense ‘emerge, quietly leave’, giving ‘emerge from illness’, i.e. ‘heal’. In the graph 癒 , 愈 as phonetic may be taken as a variant of 兪 . Note: Shirakawa sees 愈 and 愉 (traditional form of 愉 2034 has 兪 ) as variants of same graph, difference in form of ‘heart/feelings’ determinative ( 心 / 忄 , 164) not significant. Mizukami, though, sees 愈 and 愉 as two different graphs, but does not elaborate. OT1968:682; SS1984:830-31; GY2008:1624; MS1995:v1:518-9. Take 月 as ‘meat’ 209, 刂 as ‘cut’ 198, and 亼 as a cover.	FEEL ILL OVER COVERED CUT MEAT – NEED CURE	images/Chapter7_img_1359.jpg
唯	YUI, I, tada	solely, only, merely, prompt	L1	2037	11	唯一 [YUIITSU] - sole, unique; 唯今 [tadaima] - now; “I’m home”; 唯々諾々 [IIDAKUDAKU] - readily		SOLE BIRD HAS MOUTH, AND ONLY MERELY NEEDS PROMPTING	
幽	YŪ, kasu	dark, obscure, faint, wretched	L1	2038	9	幽玄 [YŪGEN] - mystery; 幽境 [YŪKYŌ] - lonely place; 幽界 [YŪKAI] - nether world		FOLLOW FAINT THREADS THROUGH DARK AND WRETCHED MOUNTAINS	
悠	YŪ	composed, ample, distant, long time	L1	2039	11	悠然 [YŪZEN] - calm; 悠長 [YŪCHŌ] - leisure; 悠久 [YŪKYŪ] - eternity	Seal ; a late graph ( Shuowen ). Consists of 心 164 ‘feelings, heart, mind’, with 攸 (CO, ‘remove dirt/defilement’; see Note below’) as phonetic with associated sense taken in one view as ‘shake, jolt’, giving ‘one’s heart shakes, lament’ (Ogawa). This associated sense is noted by Mizukami along with another, viz. ‘continue in tenuous way’, giving ‘feelings continue in delicate and unhurried manner’. Note: 攸 is comprised of 攴 ( 攵 ) 112 ‘hit, strike’, with left-hand element interpreted as either ‘remove dirt’, giving overall meaning ‘remove dirt’, or ‘water drips down’ (some bronze occurrences of 攸 have three short vertical strokes instead of one [ 丨 ] to the right of 亻 41 (‘person’), lending support to interpretation as ‘water’), giving ‘cleanse body by letting water drip onto it’. Both interpretations are noted in Mizukami. OT1968:373; MS1995:v1:512-3,568-9; KJ1970:25-6. We suggest taking the upper part as 亻 41 ‘person’, 丨 as long stick, and strike 攵 .	STRIKE PERSON WITH LONG STICK FOR A LONG TIME, BUT FEELINGS STILL COMPOSED	images/Chapter7_img_1365.jpg; images/Chapter7_img_1366.jpg
湧	YŪ, wa	boil, seethe, gush	L1	2040	12	湧出 [YŪSHUTSU] - gush(ing); 湧き立つ [wakitatsu] - seethe, boil; 湧き起こる [wakiokoru] - arise		HOW BRAVE TO TAKE ON SEETHING WATER	
猶	YŪ, nao	delay, hesitate, still more	L1	2041	12	猶予 [YŪYO] - delay, postponement; 猶子 [YŪSHI] - foster child; 猶予期間 [YŪYOKIKAN] - grace period		BEAST HESITATES NEAR FUMING WINE JAR, CAUSING STILL MORE DELAY	
裕	YŪ, yuta	rich, plentiful	L1	2042	12	裕福 [YŪFUKU] - opulence; 余裕 [YOYŪ] - margin, surplus; 富裕階級 [FUYŪKAIKYŪ] - the wealthy		PLENTIFUL RICH CLOTHES, ENOUGH TO FILL A VALLEY	
雄	YŪ, osu, o-	male, powerful	L1	2043	12	雄弁 [YŪBEN] - eloquence; 雄大 [YŪDAI] - grandeur; 雄牛 [o-osu] - bull	Seal ; a late graph ( Shuowen ). Consists of 隹 324 ‘bird’, combined with 厷 (CO, ‘arm, elbow’; see Note below) as phonetic with associated sense taken as i] ‘bold’, ‘courageous’, giving ‘bold bird, male bird’ (Ogawa), or ii] ‘light, vivid colors’, giving ‘bird of beautiful colors, male bird’ (Katō), or iii] ‘make outer frame taut’, giving ‘male bird puffs up its frame’ (Tōdō). Note: Seal form of 厷 has a shape similar to ム , here a picto-graphic representation of an arm bent at the elbow, combined with 又 2003 ‘right hand’ (sometimes just ‘hand’). OT1968:1077,817; KJ1970:265,397; MS1995:v1:190-91. We suggest taking 厷 literally, as ‘arm and elbow’.	POWERFUL MALE BIRD HAS ARMS AND ELBOWS!?	images/Chapter7_img_1371.jpg
誘	YŪ, saso		L1	2044	14	誘惑 [YŪWAKU] - seduction; 誘導 [YŪDŌ] - induction; 誘い水 [sasoimizu] - pump-priming	Seal forms ( 誘 ), ; a late graph ( Shuowen ). Shuowen has as the entry heading, which it defines as ‘lead on, beguile’ and then goes on to note 誘 as an alternative form. One scholar (Shirakawa) questions whether Shuowen is correct in equating 誘 with . 誘 has 言 118 ‘words; speak’, with 秀 1451 (‘excel’) as phonetic with associated sense ‘put forward, promote’, giving ‘encourage, entice’. DJ2009:v2:740; OT1968:933; SS1984:839.	EXCELLENT INVITING WORDS MAY LEAD TO TEMPTATION	images/Chapter7_img_1372.jpg; images/Chapter7_img_1373.jpg; images/Chapter7_img_1373.jpg; images/Chapter7_img_1373.jpg
憂	YŪ, ur	grief, sorrow	L1	2045	15	憂愁 [YŪSHŪ] - grief, gloom; 憂え顔 [ureegao] - sad look; 物憂い [monoui] - weary, gloomy	Seal ( 𢝊 ) ; a late graph ( Shuowen ). 𢝊 (the original form of 憂 in Shuowen ) has 心 164 ‘heart, mind, feelings’, with 頁 103 (‘head’) as phonetic with associated sense taken as i] ‘shrink, flinch’, thus giving ‘one’s heart shrinks/flinches’, or ii] ‘thin, flimsy’, giving ‘one’s heart grows weak with worries’, or iii] ‘faint, dim, easily sinks’, giving ‘one’s heart easily sinks through fear’ (the above interpretations all listed in Mizukami). In one view, the fuller form 憂 is taken as 夂 ‘foot, footprint’, combined with 𢝊 as phonetic with associated sense ‘do as one pleases’, thus giving original meaning ‘stroll around as one pleases’ (Mizukami); ‘lament, grieve’ is loan usage in this view. Another analysis takes as 頁 ‘head’ combined with 心 ‘heart, mind, feelings’ and 夂 ‘drag the foot’ (sic, but this is the meaning of similarly-shaped 夊 ), giving ‘legs unsteady through worry’ (also noted in Mizukami). For the troublesome elements 夂 and 夊 , see Appendix. DJ2009:v3:866; MS1995:v1:518-19,524-5; KJ1970:36. We suggest taking the lower part 夂 as crossed legs, upper part as variant or ‘strange’ head , and ‘heart’ 心 in the middle.	SIT CROSS-LEGGED, HEAD AND HEART FULL OF GRIEF	images/Chapter7_img_1374.jpg; images/Chapter7_img_1375.jpg
融	YŪ, to	dissolve, melt	L1	2046	16	融和 [YŪWA] - softening; 金融 [KIN’YŪ] - finance; 融通 [YŪZŪ] - finance, versatility	Seal ; a late graph ( Shuowen ). Consists of NJK 鬲 1431 ‘three-legged cauldron (with hollow legs)’ with 虫 60 (‘insect’) as phonetic with associated sense ‘rise up’, giving ‘steam rises/escapes’. It is not clear whether ‘melt, dissolve’ is an extended sense or loan use of 融 . Note: 虫 here may also have an onomatopoeic connotation for the sound of steam escaping (Mizukami, Katō), but the early Chinese values for 虫 are not really supportive of this. DJ2009:v1:240; MS1995:v2:1148-9; KJ1970:881; AS2007:189,443; TA1965:185-9. We suggest taking 鬲 as ‘one’ 一 1 round pot 口 , and stand .	DISSOLVE INSECTS IN ONE ROUND POT ON STAND	images/Chapter7_img_1376.jpg; images/Chapter7_img_1377.jpg
与	YO, ata	involve	L2	2047	3	与え主 [ataenushi] - donor, giver; 関与 [KAN’YO] - involvement; 授与式 [JUYOSHIKI] - award ceremony		GIVE TO BEGGAR WITH SHORT ARMS AND LONG LEGS SITTING ON BENCH	
誉	YO, homa	honor, fame, praise	L1	2048	13	名誉 [MEIYO] - honor, fame; 栄誉 [EIYO] - honor, fame; 誉れ高い [homaretakai] - renowned	Seal ; a late graph ( Shuowen ); traditional form: 譽 . Consists of 言 118 ‘words; speak’, with 與 2047 (traditional form of 与 ‘give, take part’) as phonetic with associated sense taken either as i] ‘lift up’, giving ‘praise’ (Tōdō, Ogawa), or ii] ‘call out loudly’, giving ‘proclaim someone’s fame’ (Katō). The abbreviated shape 誉 appears to be based on cursivized occurrences (calligraphic models of Tang Dynasty onwards) of 譽 . TA1965:428-9; OT1968:929; KJ1970:136; FC1974:v2:2087-8. We suggest taking the upper part as ‘laden table’.	FAME BRINGS WORDS OF PRAISE AND LADEN TABLE	images/613a.jpg; images/Chapter7_img_1381.jpg
妖	YO, aya	enchanting, ominous	L1	2049	7	妖婦 [YŌFU] - enchantress; 妖術 [YŌJUTSU] - witchcraft; 妖雲 [YŌUN] - ominous cloud	Seal ( 𡝩 ) ; late graph ( Shuowen ). Shuowen has 女 37 ‘woman’, with 芺 (CO, a bitter-tasting type of plant) as phonetic; the graph is defined in that work as ‘skilful, or “woman smiling/laughing” ’. Later form 妖 has 女 combined with 夭 ‘young, beautiful’ (see Note below) taken in one view as semantic and phonetic, giving ‘seductive, enticing (female)’ (Ogawa). Later, also used in negative senses such as ‘ominous, unlucky’, possibly as a result of interchange or contamination between 妖 and 夭 (see Note below). Note: 夭 is interpreted in one analysis as representing a figure with tilted head acting flirtatiously (Mizukami; Katō is in broad agreement). Ogawa also takes it to show a tilted head, but as an infant with supple body, giving ‘young’. 夭 was used in early Chinese texts not just for the words with the positive meanings just noted, but also for words which were near-homophone(s) with negative meanings. 女 was added later to minimize ambiguity in writing between the two. The semantic progression for the group of words with negative associations is considered to be as follows: ‘bend’ &gt; ‘break, cut off’ &gt; ’kill prematurely’(later, 殀 ) (Schuessler). DJ2009:v3:1022; ZY2009:v3:1066; OT1968: 254,244; AS2007:559-60; MS1995:v1:296-8; KJ1970:84-5. Take 夭 as ‘big man’ 大 56 with big head .	WOMAN ENCHANTS BIG MAN WITH BIG HEAD – SEEMS OMINOUS	images/Chapter7_img_1382.jpg; images/Chapter7_img_1383.jpg
庸	YO	ordinary, work	L1	2050	11	中庸 [CHŪYŌ] - middle path; 凡庸 [BON’YŌ] - banality; 租庸調 [SOYŌCHŌ] - corvee, labor		HAND USES STICK TO DO ORDINARY WORK IN BUILDING	
揚	YŌ, a	raise, fry	L1	2051	12	揚水 [YŌSUI] - pumping water; 揚げ場 [ageba] - landing place; 揚げ物 [agemono] - fried food	Bronze ; seal . Originally (OBI, bronze) consists of 丮 (CO; depiction of a kneeling figure doing something with the hands: see also 1424), combined with 昜 161 (originally ‘sun rises’, modern meanings ‘change, easy’, see Note below) as phonetic with associated sense ‘rise/lift up’, giving ‘lift up with the hands’. At the seal stage, 丮 was changed to 扌 / 手 34 ‘hand’ Note: the original top element in bronze stage equivalents of 昜 is taken in one view to be 日 66 ‘sun’; Katō considers the lower elements to be 丂 130 (‘floating aquatic plant’, q.v.) as phonetic with associated sense ‘rise’, together with 彡 115 ‘feathers, colored feathers’, the latter representing colored (reflected) rays of the sun. According to Katō, the overall meaning then becomes ‘colors/brilliance of the risen morning sun’; ‘rise up’ is an extended sense. Another analysis takes the top part of 昜 as ‘jade disc/precious stone on a stand’, with rays of reflected light (Shirakawa), leading to ‘raise up (as an offering)’. The meaning ‘fry’ is probably loan usage, though it may possibly relate to raising some food item from a vat, which would suggest an extended meaning. MS1995:v1:558-9,618-9; KJ1970:877-8; SS1984:846,849.	HAND RAISED TO RISING SUN MAY GET FRIED	images/Chapter7_img_1387.jpg; images/Chapter7_img_1388.jpg
揺	YŌ, yu	shake, swing, rock	L1	2052	12	動揺 [DŌYŌ] - shaking; 揺り椅子 [yuri-isu] - rocking chair; 揺れ止め [yuredome] - stabiliser	Seal ; a late graph ( Shuowen ); traditional 搖 . Consists of 扌 / 手 34 ‘hand’, with (CO, ‘bake pottery/earthenware’; see Note below) as phonetic with associated sense taken as i] ‘move without stopping’ (Katō), or ii] ‘shake’ (Tōdō), or iii] ‘supple, pliant’ (Ogawa), giving overall meaning ‘shake, sway’. Note: consists of 缶 , originally meaning ‘earthenware vessel’ 缶 1141 (here in 2052 taken as representative of pottery/earthenware), with 月 ( 肉 ) 209 ‘meat, flesh’ as phonetic with associated sense ‘bake [tiles etc.]’ (Katō; Gu is in broad agreement). The modern form has a simplification to the upper right element. KJ1970:83-4; TA1965:195-6; OT1968:424; GY2008:1089-90. We suggest taking 爫 1739 ‘reaching hand, claw’, and 缶 1141 as ‘can’.	SHAKING HANDS REACH FOR CAN – TOO MUCH SWINGING AND ROCKING!	images/Chapter7_img_1389.jpg; images/615a.jpg; images/615a.jpg
